...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,right_words
2017,2018,GRUENE,3,2021,0,soziale gerechtigkeit steuergerechtigkeit bildungsgerechtigkeit fair im globalen kontext,faschistisches gedankengut kapital marktwirtschaft rassistisch diskriminierend frauenfeindlich,gedankengut
2017,2018,GRUENE,3,2021,0,soziale gerechtigkeit steuergerechtigkeit bildungsgerechtigkeit fair im globalen kontext,faschistisches gedankengut kapital marktwirtschaft rassistisch diskriminierend frauenfeindlich,kapital
2017,2018,GRUENE,3,2021,0,soziale gerechtigkeit steuergerechtigkeit bildungsgerechtigkeit fair im globalen kontext,faschistisches gedankengut kapital marktwirtschaft rassistisch diskriminierend frauenfeindlich,marktwirtschaft
2017,2018,GRUENE,3,2021,0,soziale gerechtigkeit steuergerechtigkeit bildungsgerechtigkeit fair im globalen kontext,faschistisches gedankengut kapital marktwirtschaft rassistisch diskriminierend frauenfeindlich,rassistisch
2018,2019,SPD,2,2021,0,freiheit wohlstand zukunft,obrigkeit bevormundung,bevormundung
2019,2020,DIE LINKE,2,2021,0,interessen von arbeitnehmern rentnern u erwerbslosen vertreten  einsatz für den frieden,interessen der reichen u arbeitgebern vertreten  militarismus  nationalismus,interessen
2019,2020,DIE LINKE,2,2021,0,interessen von arbeitnehmern rentnern u erwerbslosen vertreten  einsatz für den frieden,interessen der reichen u arbeitgebern vertreten  militarismus  nationalismus,nationalismus
2020,2021,FDP,6,2021,0,linke,afd,AfD
2021,2022,GRUENE,3,2021,0,soziale gerechtigkeit   eher ökologisch orientiert,in der extremen rechte antidemokratisch   weniger steuern weniger regulierung   gegen zuwanderung,steuern
2021,2022,GRUENE,3,2021,0,soziale gerechtigkeit   eher ökologisch orientiert,in der extremen rechte antidemokratisch   weniger steuern weniger regulierung   gegen zuwanderung,regulierung
2021,2022,GRUENE,3,2021,0,soziale gerechtigkeit   eher ökologisch orientiert,in der extremen rechte antidemokratisch   weniger steuern weniger regulierung   gegen zuwanderung,zuwanderung
2022,2023,DIE LINKE,2,2021,0,freies leben in harmonie und solidarität mit anderen man sieht sich im anderen und ist gleichzeitig auf ihn angewiesen man übt rücksicht aufeinander und lässt eigene lebensentscheidungen zu wohlstand wird gemeinsam erwirtschaftet,traditionen althergebrachtes andere sind und bleiben anders machtaffin hierarchien statusquo freiheitsbegriff ist individualistisch und ohne rücksicht,traditionen
2022,2023,DIE LINKE,2,2021,0,freies leben in harmonie und solidarität mit anderen man sieht sich im anderen und ist gleichzeitig auf ihn angewiesen man übt rücksicht aufeinander und lässt eigene lebensentscheidungen zu wohlstand wird gemeinsam erwirtschaftet,traditionen althergebrachtes andere sind und bleiben anders machtaffin hierarchien statusquo freiheitsbegriff ist individualistisch und ohne rücksicht,rücksicht
2023,2024,GRUENE,2,2021,0,sozial gesellschaftskritisch am gemeinwohl interessiert,egoistisch gewinnorientiert keine rücksicht auf das gemeinwohl rassistisch sexistisch unterdrückend,egoistisch
2023,2024,GRUENE,2,2021,0,sozial gesellschaftskritisch am gemeinwohl interessiert,egoistisch gewinnorientiert keine rücksicht auf das gemeinwohl rassistisch sexistisch unterdrückend,rücksicht
2023,2024,GRUENE,2,2021,0,sozial gesellschaftskritisch am gemeinwohl interessiert,egoistisch gewinnorientiert keine rücksicht auf das gemeinwohl rassistisch sexistisch unterdrückend,gemeinwohl
2023,2024,GRUENE,2,2021,0,sozial gesellschaftskritisch am gemeinwohl interessiert,egoistisch gewinnorientiert keine rücksicht auf das gemeinwohl rassistisch sexistisch unterdrückend,rassistisch
2024,2025,DIE LINKE,3,2021,0,international ausgerichtete solidarische,national ausgerichtet,national
2026,2027,GRUENE,5,2021,0,weltoffen sozial,konservativ,konservativ
2027,2028,DIE LINKE,3,2021,0,progressiv sozial,konservativ xenophob,konservativ
2028,2029,FDP,5,2021,0,sozialer ausgleich  gleichmacherei,autorität  nationalismus,nationalismus
2029,2030,GRUENE,2,2021,0,das allgemeinwohl steht im vordergrund der einzelne mensch ist bereit zu verzichten  materielle güter sind untergeordnet es geht im leben nicht darum reichtum zu erlangen,egoismus steht im vordergrund   menschen die anders sind werden abgewertet  geld regiert die welt ohne rücksicht auf verluste,egoismus
2029,2030,GRUENE,2,2021,0,das allgemeinwohl steht im vordergrund der einzelne mensch ist bereit zu verzichten  materielle güter sind untergeordnet es geht im leben nicht darum reichtum zu erlangen,egoismus steht im vordergrund   menschen die anders sind werden abgewertet  geld regiert die welt ohne rücksicht auf verluste,mensch
2029,2030,GRUENE,2,2021,0,das allgemeinwohl steht im vordergrund der einzelne mensch ist bereit zu verzichten  materielle güter sind untergeordnet es geht im leben nicht darum reichtum zu erlangen,egoismus steht im vordergrund   menschen die anders sind werden abgewertet  geld regiert die welt ohne rücksicht auf verluste,geld
2029,2030,GRUENE,2,2021,0,das allgemeinwohl steht im vordergrund der einzelne mensch ist bereit zu verzichten  materielle güter sind untergeordnet es geht im leben nicht darum reichtum zu erlangen,egoismus steht im vordergrund   menschen die anders sind werden abgewertet  geld regiert die welt ohne rücksicht auf verluste,welt
2029,2030,GRUENE,2,2021,0,das allgemeinwohl steht im vordergrund der einzelne mensch ist bereit zu verzichten  materielle güter sind untergeordnet es geht im leben nicht darum reichtum zu erlangen,egoismus steht im vordergrund   menschen die anders sind werden abgewertet  geld regiert die welt ohne rücksicht auf verluste,rücksicht
2030,2031,SPD,4,2021,1,sozial ausgleich umwelt,spaltend nationalistisch rückwärtsgewandt,nationalistisch
2030,2031,SPD,4,2021,1,sozial ausgleich umwelt,spaltend nationalistisch rückwärtsgewandt,rückwärtsgewandt
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,verteilung
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,gesellschaftlichen
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,reich
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,ungleichheit
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,mensch
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,faschismus
2031,2032,DIE LINKE,2,2021,0,verteilung des gesellschaftlichen wohlstands von reich zu arm  streben nach sozioökonomischer gleichheit der menschen  abbau von diskriminierungen bestimmter menschengruppen  sozialismus sozialdemokratie keynesianismus,verteilung des gesellschaftlichen wohlstands von arm zu reich  streben nach sozioökonomischer ungleichheit der menschen  aufbau von diskriminierungen bestimmter menschengruppen  faschismus konservatismus neoliberalismus,konservatismus
2033,2034,SPD,2,2021,0,vermögenssteuer hohe rente gewerkschaften stärken gerechtigkeit,fremdenhass gesellschaftsfähig machen rassismus unternehmen stärken reiche reicher machen,fremdenhass
2033,2034,SPD,2,2021,0,vermögenssteuer hohe rente gewerkschaften stärken gerechtigkeit,fremdenhass gesellschaftsfähig machen rassismus unternehmen stärken reiche reicher machen,rassismus
2033,2034,SPD,2,2021,0,vermögenssteuer hohe rente gewerkschaften stärken gerechtigkeit,fremdenhass gesellschaftsfähig machen rassismus unternehmen stärken reiche reicher machen,reich
2034,2035,DIE LINKE,2,2021,0,gerechte und weitsichtige politik von der die breite bevölkerung profitieren kann eintreten für die interessen der bevölkerung anstatt der kapitalinteressen,ungleichheit fördern zulasten verschiedener bevölkerungsgruppen die sie als minderwertig ansehen  verkennen der quellen der fehlentwicklungen abwälzung der verantwortung auf politische minderheiten ökonomische und kulturelle unterdrückung der vielen aufgrund diverser individueller merkmale herkunft geschlecht sexualität behinderung uswusf begünstigen,ungleichheit
2034,2035,DIE LINKE,2,2021,0,gerechte und weitsichtige politik von der die breite bevölkerung profitieren kann eintreten für die interessen der bevölkerung anstatt der kapitalinteressen,ungleichheit fördern zulasten verschiedener bevölkerungsgruppen die sie als minderwertig ansehen  verkennen der quellen der fehlentwicklungen abwälzung der verantwortung auf politische minderheiten ökonomische und kulturelle unterdrückung der vielen aufgrund diverser individueller merkmale herkunft geschlecht sexualität behinderung uswusf begünstigen,verantwortung
2034,2035,DIE LINKE,2,2021,0,gerechte und weitsichtige politik von der die breite bevölkerung profitieren kann eintreten für die interessen der bevölkerung anstatt der kapitalinteressen,ungleichheit fördern zulasten verschiedener bevölkerungsgruppen die sie als minderwertig ansehen  verkennen der quellen der fehlentwicklungen abwälzung der verantwortung auf politische minderheiten ökonomische und kulturelle unterdrückung der vielen aufgrund diverser individueller merkmale herkunft geschlecht sexualität behinderung uswusf begünstigen,politisch
2034,2035,DIE LINKE,2,2021,0,gerechte und weitsichtige politik von der die breite bevölkerung profitieren kann eintreten für die interessen der bevölkerung anstatt der kapitalinteressen,ungleichheit fördern zulasten verschiedener bevölkerungsgruppen die sie als minderwertig ansehen  verkennen der quellen der fehlentwicklungen abwälzung der verantwortung auf politische minderheiten ökonomische und kulturelle unterdrückung der vielen aufgrund diverser individueller merkmale herkunft geschlecht sexualität behinderung uswusf begünstigen,minderheiten
2034,2035,DIE LINKE,2,2021,0,gerechte und weitsichtige politik von der die breite bevölkerung profitieren kann eintreten für die interessen der bevölkerung anstatt der kapitalinteressen,ungleichheit fördern zulasten verschiedener bevölkerungsgruppen die sie als minderwertig ansehen  verkennen der quellen der fehlentwicklungen abwälzung der verantwortung auf politische minderheiten ökonomische und kulturelle unterdrückung der vielen aufgrund diverser individueller merkmale herkunft geschlecht sexualität behinderung uswusf begünstigen,unterdrückung
2035,2036,AfD,8,2021,0,nicht selbst erwirtschaftetes geld auszugeben und nur für fremde zu sorgen,dem erhalt meines landes zu dienen und die bürger zu schützen,erhalt
2035,2036,AfD,8,2021,0,nicht selbst erwirtschaftetes geld auszugeben und nur für fremde zu sorgen,dem erhalt meines landes zu dienen und die bürger zu schützen,bürger
2036,2037,CDU,7,2021,0,die egalisierung aller lebensverhältnisse zu einer klassenlosen grundgemeinschaft,das festhalten an traditionslinien auch wenn diese bereits überkommen sind,festhalten
2037,2038,SPD,4,2021,1,progressiv liberal,konservativ,konservativ
2038,2039,DIE LINKE,2,2021,0,unsozial  keine zukunftspolitik für rentner  außengrenzen gegen flüchtlinge absichern  wer nicht bereit ist steuern zu erhöhen oder zu erheben für die reichen   wer sich in allen belangen gegen eine umverteilung von oben nacht unten stemmt,wer keine finanzerhöhung für besserer bildung bessere personellen erhöhung im erziehungsbereich und der alten  und krankenpflege zustimmt  wer immer mehr geld für rüstungsausgaben und der nato fordert  wer für auslandseinsätze der bundeswehr stimmt,bildung
2038,2039,DIE LINKE,2,2021,0,unsozial  keine zukunftspolitik für rentner  außengrenzen gegen flüchtlinge absichern  wer nicht bereit ist steuern zu erhöhen oder zu erheben für die reichen   wer sich in allen belangen gegen eine umverteilung von oben nacht unten stemmt,wer keine finanzerhöhung für besserer bildung bessere personellen erhöhung im erziehungsbereich und der alten  und krankenpflege zustimmt  wer immer mehr geld für rüstungsausgaben und der nato fordert  wer für auslandseinsätze der bundeswehr stimmt,geld
2039,2040,AfD,6,2021,0,grundsätzlich war es die sitposition im parlament mittlerweile ist es eher die neigung zu sozialististischen bis zu kommunistischen denkmustern,grundsätzlich war es die sitposition im parlament rechts ist eine konservative haltung allerdings wurde der begriff  rechts  im framing sehr mit  rechtsradikal  verbunden daß für viele kein unterschied mehr darin besteht,konservativ
2039,2040,AfD,6,2021,0,grundsätzlich war es die sitposition im parlament mittlerweile ist es eher die neigung zu sozialististischen bis zu kommunistischen denkmustern,grundsätzlich war es die sitposition im parlament rechts ist eine konservative haltung allerdings wurde der begriff  rechts  im framing sehr mit  rechtsradikal  verbunden daß für viele kein unterschied mehr darin besteht,haltung
2040,2041,FDP,5,2021,0,umverteilung  reglementierungbürokratisierung,fremdenfeindlichkeit  homophobie,fremdenfeindlichkeit
2041,2042,CDU,6,2021,0,von ablehnung staatlicher organe bis zur liberalen lebensweise,patriotismus bis zum nationalismus,patriotismus
2041,2042,CDU,6,2021,0,von ablehnung staatlicher organe bis zur liberalen lebensweise,patriotismus bis zum nationalismus,nationalismus
2042,2043,SPD,2,2021,1,für sozialen ausgleich durch umverteilungspolitik dh steuern auf vermögen und hohe einkommen um weniger begüteten finanziellen ausgleich und unterstützung zukommen zu lassen sowie die übernahme für verantwortung für künftige generationen,konservatismus dh bewahren von bestehendem ob es sich bewährt hat oder nicht einfach zum verhinden oder verlangsamen von veränderungen,konservatismus
2042,2043,SPD,2,2021,1,für sozialen ausgleich durch umverteilungspolitik dh steuern auf vermögen und hohe einkommen um weniger begüteten finanziellen ausgleich und unterstützung zukommen zu lassen sowie die übernahme für verantwortung für künftige generationen,konservatismus dh bewahren von bestehendem ob es sich bewährt hat oder nicht einfach zum verhinden oder verlangsamen von veränderungen,veränderung
2043,2044,CSU,9,2021,0,pro kommunismus,pro diktatur,diktatur
2044,2045,FDP,6,2021,1,enteignung,fremdenfeindlich,fremdenfeindlich
2045,2046,DIE LINKE,3,2021,0,hinterfragen von hierarchien gleichheit,akzeptieren von hierarchien ungleichheit,ungleichheit
2046,2047,DIE LINKE,1,2021,0,solidarität gerechtigkeit empathie weltbürgerin,kleinkarriert national egoistisch minderwertigkeitskomplexe gefährlich ausläbderinnenfeindlich zum kotzen,national
2046,2047,DIE LINKE,1,2021,0,solidarität gerechtigkeit empathie weltbürgerin,kleinkarriert national egoistisch minderwertigkeitskomplexe gefährlich ausläbderinnenfeindlich zum kotzen,egoistisch
2047,2048,DIE LINKE,1,2021,1,egalitäres gesellschaftsbild mehr demokratie mitbestimmung teilhabechancen friedliche koexistenz vielfalt transkulturalität,autoritäres  elitäres führungsverständnis ausgrenzung anders denkender hierarchie führt zu auf u abwertungen bestimmter gruppen u meinungen rassismus xenophobie faschismus,ausgrenzung
2047,2048,DIE LINKE,1,2021,1,egalitäres gesellschaftsbild mehr demokratie mitbestimmung teilhabechancen friedliche koexistenz vielfalt transkulturalität,autoritäres  elitäres führungsverständnis ausgrenzung anders denkender hierarchie führt zu auf u abwertungen bestimmter gruppen u meinungen rassismus xenophobie faschismus,gruppen
2047,2048,DIE LINKE,1,2021,1,egalitäres gesellschaftsbild mehr demokratie mitbestimmung teilhabechancen friedliche koexistenz vielfalt transkulturalität,autoritäres  elitäres führungsverständnis ausgrenzung anders denkender hierarchie führt zu auf u abwertungen bestimmter gruppen u meinungen rassismus xenophobie faschismus,rassismus
2047,2048,DIE LINKE,1,2021,1,egalitäres gesellschaftsbild mehr demokratie mitbestimmung teilhabechancen friedliche koexistenz vielfalt transkulturalität,autoritäres  elitäres führungsverständnis ausgrenzung anders denkender hierarchie führt zu auf u abwertungen bestimmter gruppen u meinungen rassismus xenophobie faschismus,faschismus
2048,2049,SPD,3,2021,0,sozial gleiche chancen,ausgrenzend nationalistisch,ausgrenzung
2048,2049,SPD,3,2021,0,sozial gleiche chancen,ausgrenzend nationalistisch,nationalistisch
2049,2050,SPD,3,2021,0,die prämisse dass alle menschen  unabhängig von herkunft geschlecht etc  das recht auf ein gutes menschenwürdiges leben und freie entfaltung haben   gerechtigkeit chancengleichheit menschenrechte umweltschutz und frieden,die vorstellung dass einige menschen mehr rechte haben als andere und es absolut in ordnung ist andere menschen auszubeuten auszunutzen und zu diskriminieren da sie weniger wert sind die eigenen wirtschaftlichen und sonstigen interessen stehen über denen von anderen menschen,mensch
2049,2050,SPD,3,2021,0,die prämisse dass alle menschen  unabhängig von herkunft geschlecht etc  das recht auf ein gutes menschenwürdiges leben und freie entfaltung haben   gerechtigkeit chancengleichheit menschenrechte umweltschutz und frieden,die vorstellung dass einige menschen mehr rechte haben als andere und es absolut in ordnung ist andere menschen auszubeuten auszunutzen und zu diskriminieren da sie weniger wert sind die eigenen wirtschaftlichen und sonstigen interessen stehen über denen von anderen menschen,ordnung
2049,2050,SPD,3,2021,0,die prämisse dass alle menschen  unabhängig von herkunft geschlecht etc  das recht auf ein gutes menschenwürdiges leben und freie entfaltung haben   gerechtigkeit chancengleichheit menschenrechte umweltschutz und frieden,die vorstellung dass einige menschen mehr rechte haben als andere und es absolut in ordnung ist andere menschen auszubeuten auszunutzen und zu diskriminieren da sie weniger wert sind die eigenen wirtschaftlichen und sonstigen interessen stehen über denen von anderen menschen,mensch
2049,2050,SPD,3,2021,0,die prämisse dass alle menschen  unabhängig von herkunft geschlecht etc  das recht auf ein gutes menschenwürdiges leben und freie entfaltung haben   gerechtigkeit chancengleichheit menschenrechte umweltschutz und frieden,die vorstellung dass einige menschen mehr rechte haben als andere und es absolut in ordnung ist andere menschen auszubeuten auszunutzen und zu diskriminieren da sie weniger wert sind die eigenen wirtschaftlichen und sonstigen interessen stehen über denen von anderen menschen,eigene
2049,2050,SPD,3,2021,0,die prämisse dass alle menschen  unabhängig von herkunft geschlecht etc  das recht auf ein gutes menschenwürdiges leben und freie entfaltung haben   gerechtigkeit chancengleichheit menschenrechte umweltschutz und frieden,die vorstellung dass einige menschen mehr rechte haben als andere und es absolut in ordnung ist andere menschen auszubeuten auszunutzen und zu diskriminieren da sie weniger wert sind die eigenen wirtschaftlichen und sonstigen interessen stehen über denen von anderen menschen,interessen
2049,2050,SPD,3,2021,0,die prämisse dass alle menschen  unabhängig von herkunft geschlecht etc  das recht auf ein gutes menschenwürdiges leben und freie entfaltung haben   gerechtigkeit chancengleichheit menschenrechte umweltschutz und frieden,die vorstellung dass einige menschen mehr rechte haben als andere und es absolut in ordnung ist andere menschen auszubeuten auszunutzen und zu diskriminieren da sie weniger wert sind die eigenen wirtschaftlichen und sonstigen interessen stehen über denen von anderen menschen,mensch
2050,2051,FDP,6,2021,1,soziale gerechtigkeit umverteilung reich zu arm staat als regler der gesellschaft sozialismus sind wichtige größen,konservative traditionelle ansichten wirtschaftliche stabilität leistungsgedanke und freiheit des einzelnen wichtige größen,konservativ
2050,2051,FDP,6,2021,1,soziale gerechtigkeit umverteilung reich zu arm staat als regler der gesellschaft sozialismus sind wichtige größen,konservative traditionelle ansichten wirtschaftliche stabilität leistungsgedanke und freiheit des einzelnen wichtige größen,wirtschaft
2050,2051,FDP,6,2021,1,soziale gerechtigkeit umverteilung reich zu arm staat als regler der gesellschaft sozialismus sind wichtige größen,konservative traditionelle ansichten wirtschaftliche stabilität leistungsgedanke und freiheit des einzelnen wichtige größen,stabilität
2050,2051,FDP,6,2021,1,soziale gerechtigkeit umverteilung reich zu arm staat als regler der gesellschaft sozialismus sind wichtige größen,konservative traditionelle ansichten wirtschaftliche stabilität leistungsgedanke und freiheit des einzelnen wichtige größen,freiheit
2050,2051,FDP,6,2021,1,soziale gerechtigkeit umverteilung reich zu arm staat als regler der gesellschaft sozialismus sind wichtige größen,konservative traditionelle ansichten wirtschaftliche stabilität leistungsgedanke und freiheit des einzelnen wichtige größen,einzelnen
2051,2052,AfD,7,2021,0,naivität umgestaltung und umerziehung der gesellschaft pseudowokeness spaltung destabilisierung der gesellschaft spaß am untergang des landes,realität progmatismus gestaltungswillen verantwortung zuversicht erhalt der wurzeln kompass gerechtigkeit vertragstreue zuverlässigkeit toleranz,verantwortung
2051,2052,AfD,7,2021,0,naivität umgestaltung und umerziehung der gesellschaft pseudowokeness spaltung destabilisierung der gesellschaft spaß am untergang des landes,realität progmatismus gestaltungswillen verantwortung zuversicht erhalt der wurzeln kompass gerechtigkeit vertragstreue zuverlässigkeit toleranz,erhalt
2051,2052,AfD,7,2021,0,naivität umgestaltung und umerziehung der gesellschaft pseudowokeness spaltung destabilisierung der gesellschaft spaß am untergang des landes,realität progmatismus gestaltungswillen verantwortung zuversicht erhalt der wurzeln kompass gerechtigkeit vertragstreue zuverlässigkeit toleranz,gerechtigkeit
2051,2052,AfD,7,2021,0,naivität umgestaltung und umerziehung der gesellschaft pseudowokeness spaltung destabilisierung der gesellschaft spaß am untergang des landes,realität progmatismus gestaltungswillen verantwortung zuversicht erhalt der wurzeln kompass gerechtigkeit vertragstreue zuverlässigkeit toleranz,toleranz
2052,2053,DIE LINKE,3,2021,0,ist darauf ausgerichtet dass die interessen aller menschen im gleichem ausmass berücksichtigt werden,ausgrenzung von minderheiten unsozial,ausgrenzung
2052,2053,DIE LINKE,3,2021,0,ist darauf ausgerichtet dass die interessen aller menschen im gleichem ausmass berücksichtigt werden,ausgrenzung von minderheiten unsozial,minderheiten
2052,2053,DIE LINKE,3,2021,0,ist darauf ausgerichtet dass die interessen aller menschen im gleichem ausmass berücksichtigt werden,ausgrenzung von minderheiten unsozial,unsozial
2054,2055,DIE LINKE,1,2021,0,soziale unterschiede abbauend durch reichenbesteuerung und mehr sozialausgaben demokratisierung auch in der wirtschaft maßnahmen zum klimaschutz ergreifend sinnvollsozial gerecht diskriminierungen entgegenwirkend,rassismus frauenfeindlichkeit machtkonzentration stärkend wirtschaftsliberalausbeutung vereinfachen aufrüstung der sicherheitskräfte mehr überwachung,rassismus
2054,2055,DIE LINKE,1,2021,0,soziale unterschiede abbauend durch reichenbesteuerung und mehr sozialausgaben demokratisierung auch in der wirtschaft maßnahmen zum klimaschutz ergreifend sinnvollsozial gerecht diskriminierungen entgegenwirkend,rassismus frauenfeindlichkeit machtkonzentration stärkend wirtschaftsliberalausbeutung vereinfachen aufrüstung der sicherheitskräfte mehr überwachung,überwachung
2055,2056,DIE LINKE,1,2021,1,solidarität gegen ungleichheit kapitalismuskritisch reflektiert grenzenlos,nationalistisch plump rassistisch neoliberal egoistisch,nationalistisch
2055,2056,DIE LINKE,1,2021,1,solidarität gegen ungleichheit kapitalismuskritisch reflektiert grenzenlos,nationalistisch plump rassistisch neoliberal egoistisch,rassistisch
2055,2056,DIE LINKE,1,2021,1,solidarität gegen ungleichheit kapitalismuskritisch reflektiert grenzenlos,nationalistisch plump rassistisch neoliberal egoistisch,neoliberal
2055,2056,DIE LINKE,1,2021,1,solidarität gegen ungleichheit kapitalismuskritisch reflektiert grenzenlos,nationalistisch plump rassistisch neoliberal egoistisch,egoistisch
2056,2057,GRUENE,4,2021,0,progressiv modern sozialsolidarisch weltoffen,konservativ träge im status quo verharrend lokal,konservativ
2057,2058,FDP,8,2021,1,sozialistische gleichmacherei bei der leistung nicht belohnt wird,nationaler hass,national
2057,2058,FDP,8,2021,1,sozialistische gleichmacherei bei der leistung nicht belohnt wird,nationaler hass,hass
2058,2059,DIE LINKE,1,2021,0,solidarität freiheit gleichheit und frieden,nationalismus rassismus antisemitismus krieg und ausbeutung,nationalismus
2058,2059,DIE LINKE,1,2021,0,solidarität freiheit gleichheit und frieden,nationalismus rassismus antisemitismus krieg und ausbeutung,rassismus
2058,2059,DIE LINKE,1,2021,0,solidarität freiheit gleichheit und frieden,nationalismus rassismus antisemitismus krieg und ausbeutung,antisemitismus
2058,2059,DIE LINKE,1,2021,0,solidarität freiheit gleichheit und frieden,nationalismus rassismus antisemitismus krieg und ausbeutung,krieg
2058,2059,DIE LINKE,1,2021,0,solidarität freiheit gleichheit und frieden,nationalismus rassismus antisemitismus krieg und ausbeutung,ausbeutung
2059,2060,AfD,8,2021,0,falsche versprechungen und schüren von neid  gleichmacherei und ideologie vor mensch  zerstörung von familie und religion  gesinnungsethik,ordnung und sicherheit  freiheit und verantwortung  mensch vor ideologie  verantwortungsethik,ordnung
2059,2060,AfD,8,2021,0,falsche versprechungen und schüren von neid  gleichmacherei und ideologie vor mensch  zerstörung von familie und religion  gesinnungsethik,ordnung und sicherheit  freiheit und verantwortung  mensch vor ideologie  verantwortungsethik,sicherheit
2059,2060,AfD,8,2021,0,falsche versprechungen und schüren von neid  gleichmacherei und ideologie vor mensch  zerstörung von familie und religion  gesinnungsethik,ordnung und sicherheit  freiheit und verantwortung  mensch vor ideologie  verantwortungsethik,freiheit
2059,2060,AfD,8,2021,0,falsche versprechungen und schüren von neid  gleichmacherei und ideologie vor mensch  zerstörung von familie und religion  gesinnungsethik,ordnung und sicherheit  freiheit und verantwortung  mensch vor ideologie  verantwortungsethik,verantwortung
2059,2060,AfD,8,2021,0,falsche versprechungen und schüren von neid  gleichmacherei und ideologie vor mensch  zerstörung von familie und religion  gesinnungsethik,ordnung und sicherheit  freiheit und verantwortung  mensch vor ideologie  verantwortungsethik,mensch
2059,2060,AfD,8,2021,0,falsche versprechungen und schüren von neid  gleichmacherei und ideologie vor mensch  zerstörung von familie und religion  gesinnungsethik,ordnung und sicherheit  freiheit und verantwortung  mensch vor ideologie  verantwortungsethik,ideologie
2060,2061,SPD,9,2021,0,menschlicher friedlicher,extremistisch gewaltvoll menschenverachtend,menschenverachtend
2061,2062,CSU,9,2021,0,steuererhöhungen ungebremste migration mehr staat kein nationalstaat,weniger staat steuersenkungen sicherheit wirtschaft heimat abschottung,staat
2061,2062,CSU,9,2021,0,steuererhöhungen ungebremste migration mehr staat kein nationalstaat,weniger staat steuersenkungen sicherheit wirtschaft heimat abschottung,sicherheit
2061,2062,CSU,9,2021,0,steuererhöhungen ungebremste migration mehr staat kein nationalstaat,weniger staat steuersenkungen sicherheit wirtschaft heimat abschottung,wirtschaft
2061,2062,CSU,9,2021,0,steuererhöhungen ungebremste migration mehr staat kein nationalstaat,weniger staat steuersenkungen sicherheit wirtschaft heimat abschottung,heimat
2061,2062,CSU,9,2021,0,steuererhöhungen ungebremste migration mehr staat kein nationalstaat,weniger staat steuersenkungen sicherheit wirtschaft heimat abschottung,abschottung
2062,2063,FDP,6,2021,0,sozialismus linker ökosozialismus kein leistungsprinzip gleichmacherei kein respekt vor eigentum moralismusdebatte,angst vor der weiterentwicklung der gesellschaft beständigkeit geht vor entwicklung ausgrenzung von migranten tradition wird als weg für die zukunft gesehen polemik,angst
2062,2063,FDP,6,2021,0,sozialismus linker ökosozialismus kein leistungsprinzip gleichmacherei kein respekt vor eigentum moralismusdebatte,angst vor der weiterentwicklung der gesellschaft beständigkeit geht vor entwicklung ausgrenzung von migranten tradition wird als weg für die zukunft gesehen polemik,gesellschaft
